smiles,CYP450_CYP1A2,CYP450_CYP2C19,CYP450_CYP2C9,CYP450_CYP2D6,CYP450_CYP3A4,Carcinogenicity_Carcinogenicity,Cardiotoxicity_Cardiotoxicity-1,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-30,Cardiotoxicity_Cardiotoxicity-5,Clinical_Toxicity_Clinical_toxicity,Developmental_and_Reproductive_Toxicity_Developmental_Toxicity,Developmental_and_Reproductive_Toxicity_Reproductive_Toxicity,Endocrine_Disruption_NR-AR-LBD,Endocrine_Disruption_NR-AR,Endocrine_Disruption_NR-AhR,Endocrine_Disruption_NR-ER-LBD,Endocrine_Disruption_NR-ER,Endocrine_Disruption_NR-PPAR-gamma,Endocrine_Disruption_NR-aromatase,Endocrine_Disruption_SR-ARE,Endocrine_Disruption_SR-ATAD5,Endocrine_Disruption_SR-HSE,Endocrine_Disruption_SR-MMP,Endocrine_Disruption_SR-p53,Hepatotoxicity_Hepatotoxicity,Irritation_and_Corrosion_Eye_Corrosion,Irritation_and_Corrosion_Eye_Irritation,Mutagenicity_Ames_Mutagenicity,Respiratory_Toxicity_Respiratory_Toxicity
CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=CC[C@H](C(C)C)C=C1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
CC1=CC[C@H](CC=O)C1(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=CC[C@H]2C[C@@H]1C2(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
CC1=CCc2c1cc(C)c1c2ccc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=CN2C(N)=C(Cl)C=C(C(=O)NC[C@@H]3CCC[NH+](CC(C)C)C3)[C@@H]2N1,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,0.0,,,1.0,,,,,
CC1=C[C@H]([C@H]2/C(=N\O)C=C(C)CC2(C)C)[C@@H](O)C(C)(C)C1,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=C[C@H]2Cc3[nH]c(=O)ccc3[C@]3(C1)NCCC[C@@H]23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=Cc2c(c(C)cc3occ(C)c23)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1=Cc2nc3c(ccc4ccccc43)c(C)c2C(O)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=N/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)N1c1ccc(Br)c(C)c1,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=N/C(=C\c2ccc([N+](=O)[O-])cc2)C(=O)N1c1ccc(Cl)cc1,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NC(C)OC1C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,,,
CC1=NC(N)=CC2c3ccccc3NC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=NC(N)=C[C@@H]2c3ccccc3N[C@H]12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=NC2=[N+](CCC[C@@H]2O)C(=O)[C@H]1CC[NH+]1CCC(c2noc3cc(F)ccc23)CC1,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
CC1=NCCN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
CC1=NCC[N+]1(CCc1ccccc1)Cc1ccccc1,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NCCc2c1[nH]c1cc(O)ccc21,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1=NN(C(=O)c2ccncc2)C(=O)[C@@H]1/N=N\c1ccc2ccccc2c1,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1/N=N/c1ccccc1,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=NN(c2ccc(Br)cc2)C(=O)/C1=C/c1cccs1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=NN(c2ccc(C)cc2C)C(=O)C1C(c1ccccc1)C1C(=O)N(c2ccc(C)cc2C)N=C1C,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2ccc(F)cc2)C(=O)C1C(c1cccc(O)c1)c1c(C)nn(-c2ccc(F)cc2)c1O,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)C1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
CC1=NN(c2ccc([NH+]([O-])O)cc2)C(=O)C1[NH+]([O-])O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
CC1=NN(c2ccccc2)C(=O)/C1=C\N1CC(C)OC(C)C1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2ccccc2)C(=O)/C1=C\c1c(C)nn(-c2ccccc2)c1O,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2ccccc2)C(=O)C1,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0,
CC1=NN(c2ccccc2)C(=O)C1C(=O)c1ccc(Cl)cc1,0.0,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN(c2ccccc2)C(=O)[C@@H]1/N=N\c1ccc(S(N)(=O)=O)cc1,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NN=C(c2ccc(NC(=O)CN)cc2)c2cc3c(cc2C1)OCO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CC1=NNC(=O)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
CC1=NNC(=O)C1CCC(=O)N/N=C\c1ccccc1[N+](=O)[O-],0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NNC(=O)N(/N=C/c2cccnc2)C1,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1=NNC(=S)NCCCN2CCN(CCCNC(=S)NN=C(C)C=NNC(=S)NCCCN3CCN(CCCNC(=S)NN=C1)CC3)CC2,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NNc2nc3ccccc3c(C)c2C(c2ccccc2)=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
CC1=NOC(=O)/C1=C\c1ccc(-c2ccc(Cl)cc2Cl)o1,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1.0,,,,
CC1=N[C@@](C)(COC(=O)[C@]2(C)N[C@](C)(CO)CO2)COC1=O,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=Nc2ccc3ccccc3c2C1(C)C,,,,,,,,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,1.0,0.0,,,,,
CC1=Nc2ccccc2/C1=C\c1nc(-c2ccc(C(F)(F)F)cc2)oc1O,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1=Nc2ccccc2C1(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
CC1=[N+]([O-])C2(C)CCCCC2(O)[N+]([O-])=C1C,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=NO)C(C)C(c2ccc(N(C)C)cc2)NC1c1ccc(N(C)C)cc1,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)CC2(C(C)C)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
CC1C(=O)CC2C3(C)CCC2(C(C)C(=O)O)C(=O)C13,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,
CC1C(=O)CCC2[C@]1(C)CCC1[C@]3(C)CC[C@@]4(C)CCC(C)(C)CC4[C@]3(C)CC[C@]21C,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)OC2C(O)C34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C12O,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(=O)OC2C(O)C34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C12O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(=O)OC2C(O)C34C5OC(=O)[C@@]3(OC3OC(=O)[C@H](O)[C@]34C(C(C)(C)C)C5O)[C@]12O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)OC2C1C13OC4OC(=O)C(O)C45C(C(C)(C)C)C(O)C(OC1=O)C35C2O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(=O)OC2CC34C5CC(C(C)(C)C)C36C(OC(=O)C6O)OC4(C(=O)O5)C21O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(=O)OC2CC34C5OC(=O)C3(OC3OC(=O)C(O)C34C(C(C)(C)C)C5O)C21O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,
CC1C(=O)OC2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)C23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C(C)(O)C1(C)O)C23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1C(=O)OC2CCn3ccc(c32)COC(=O)C(C)(O)C1(C)O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1C(=O)OC2O[C@]3(C)CC[C@H]4C(C)CCC1[C@]24OO3,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(=O)OCC2=CCN3CCC(OC(=O)C(C)C1(C)O)C23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,
CC1C(C)(C)Nc2ccccc2C1(C)C1C(C)(C)Nc2ccccc2C1(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1C(C)C(O)(CO)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1C(NC(=O)/C(=N/OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(O)C2OC(=O)C3=C2C(CCC3)C12CC(c1ccoc1)OC2=O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1C(O)CCC2=CC(=O)C3(C4(CO)CO4)OC3C21C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1C(O)CCC2=CC(=O)C3(C4OC4CO)OC3C21C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1C(OC(=O)C=Cc2ccccc2)CC2(O)C(C=O)=COC(OC3OC(CO)C(O)C(O)C3O)C12,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(OC(=O)C=Cc2ccccc2)CC2C(C=O)=COC(OC3OC(CO)C(O)C(O)C3O)C21,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C(c2ccccc2)OCCN1C,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
CC1C2C=CC1C1C(=O)OC(=O)C21,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,1.0,,,,,,
CC1C2CCC34C(=O)OC(CC5(C)CCC(C)(CO)CC53)C4(C)C2CC2(C)C(C)OC(=O)C(O)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C2CCC3C4CC=C5CC(N(C)C)CCC5(C)C4CCC32CN1C,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C2CCC3C4CC=C5CC(N(C)C)CC[C@@]5(C)C4CC[C@@]32CN1C,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1C=C(C=O)C(C=O)=CC2(O)CC(C)(C)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1C=C(C=O)C(C=O)=CC2CC(C)(C)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1C=C(C=O)C(C=O)C(O)C2CC(C)(C)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2O[C@@](O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)[C@H](C)C1O)CC(O)C2C(=O)O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2O[C@H](C)[C@@H](O)[C@H]([NH3+])[C@@H]2O)CC2OC(O)(CC(O)CC(O)CC(O)CC(=O)CCCC(=O)CC(=O)OC1C(C)CC(C)C(O)CC(=O)c1ccc(N)cc1)CC(O)C2C(=O)[O-],,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2O[C@](O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C=CCC2C(=O)OC(=O)C12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
CC1C=CCCOC1c1ccccc1,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1C=Cc2c1ccc1c2ccc2ccccc21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1C=Cc2ccc3ccc4ccccc4c3c21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,,
CC1CC(=O)N(C)c2ccccc2N1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
CC1CC(=O)NN=C1c1ccc(NCC(C)(C)NCC(O)COc2cc(Cl)ccc2C#N)cc1,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC(=O)O1,,,,,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,
CC1CC(=O)c2cnc(N)nc2C1,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1CC(C)C(=O)C1=O,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1CC(C)C(=O)[C@H](C(O)CC2CC(=O)NC(=O)C2)C1,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(C(=O)CNS(=O)(=O)c2ccc(Br)s2)C1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(C(=O)CSc2nnc(CSc3ncccn3)n2C)C1,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(C/C=C/c2ccccc2[N+](=O)[O-])C1,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(CCCNC(=O)C2CCCN(c3nnc(N4CCCC4=O)s3)C2)C1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(C)CN(Cc2nc(N)nc(Nc3ccccc3)n2)C1,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(CC2CCC(N)C(C)C2)CCC1N,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,1.0,,,
CC1CC(Cl)CCC1C(=O)OC(C)(C)C,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC(O)(C(C)Cl)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1CC(O)(C(C)O)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1CC(O)CC(C)(C)C1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,,,,,,,,,,,,,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
CC1CC(OC(=O)C2CCC(=O)N2)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.0,
CC1CC/C(=C\c2ccc3c(c2)OCO3)C(=O)/C1=C/c1ccc2c(c1)OCO2,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC2(C)C(CCC3C2CCC2(C)C3CCC2(C)O)CC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
CC1CC2(C)CC(=O)OC3CCN4CCC(COC(=O)C1(C)O2)C34,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1CC2(CCCCC2)N2C(=O)C(=O)c3cccc1c32,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC2(OC2C)C(=O)OC2CCN(C)CC=C(COC(=O)C1(C)O)C2=O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
CC1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1CC2=C(N=C(S)NC2c2ccc(F)cc2)/C(=C/c2ccc(F)cc2)C1,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC3(C)O)C12,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,
CC1CC2C(=O)C=C3OCOC34Oc3cc5c(cc3C(C1C)C24)OCO5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)COC(=O)CCC(=O)[O-])C2(C)C=CC(=O)C=C12.[Na+],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
CC1CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)SCF,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)SCF,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c1ccco1)C(=O)CCl,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(OC(=O)c1ccccc1)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
CC1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)C(O)C[C@]2(C)C1(OC(=O)c1ccco1)C(=O)CCl,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
CC1CC2OC(=O)C(C)C2CC2(C)C(O)CC(O)CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(=O)C=CC12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
CC1CC2OC(=O)C3=C2C(CCC3)C12CC(c1ccoc1)OC2=O,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
